"","Subject","Age","Gender","STAIT","Condition","EV","AltEV","Risk","AltRisk","Actual","Counterfactual","Satisfaction","ReactionTime","Trial","TrialTot"
"3298",35,19,"female",49,"double","high","low","low","high",20,0,-0.927371991078128,0.572810535999452,10,34
"3299",35,19,"female",49,"double","high","low","high","high",40,40,5.8082772072788,0.444088684000235,11,35
"3300",35,19,"female",49,"double","low","high","high","high",0,0,-6.14994057241285,0.718195733999892,12,36
"3301",35,19,"female",49,"double","high","low","low","high",20,40,-1.65950777350823,1.26765476299988,13,37
"3302",35,19,"female",49,"double","high","high","high","low",0,40,-6.02791794200783,0.809350960998927,14,38
"3303",35,19,"female",49,"double","high","low","high","high",40,40,5.0761414248487,0.364940760000536,15,39
"3304",35,19,"female",49,"double","low","low","high","low",0,20,-7.12612161565298,0.597927165001238,16,40
"3305",35,19,"female",49,"double","low","low","high","low",40,0,6.29636772889887,1.3565871640003,17,41
"3306",35,19,"female",49,"double","low","low","low","high",20,0,0.463685995539064,0.663899402999959,18,42
"3307",35,19,"female",49,"double","high","low","high","low",40,40,5.46661384214475,0.143908228001237,19,43
"3308",35,19,"female",49,"double","high","low","low","low",40,20,6.12553604633184,0.206156940001165,20,44
"3309",35,19,"female",49,"double","low","low","low","high",20,20,-0.195236208648027,2.08531484500054,21,45
"3310",35,19,"female",49,"double","low","high","low","low",0,20,-6.34517678106088,2.63863993099949,22,46
"3311",35,19,"female",49,"double","high","high","low","high",40,40,5.73506362903579,0.542046333999679,23,47
"3312",35,19,"female",49,"double","low","high","low","high",20,40,-0.561304099863077,1.23945140899923,24,48
"3313",35,19,"female",49,"single","low","low","high","low",20,20,1.90355303431826,0.555428344001484,1,49
"3314",35,19,"female",49,"single","high","low","low","low",20,20,1.19582177796916,0.950717252999311,2,50
"3315",35,19,"female",49,"single","high","low","high","low",40,20,5.14935500309171,0.034893767999165,3,51
"3316",35,19,"female",49,"single","high","high","high","low",40,20,4.92971426836268,1.09676917300021,4,52
"3317",35,19,"female",49,"single","high","high","high","low",40,20,5.58863647254977,0.442445241998939,5,53
"3318",35,19,"female",49,"single","high","high","high","low",40,20,5.49101836822576,0.426097091998599,6,54
"3319",35,19,"female",49,"single","high","low","low","low",20,40,-1.04939462148314,0.504812898001546,7,55
"3320",35,19,"female",49,"single","low","high","high","low",40,40,4.97852332052469,0.501670913999988,8,56
"3321",35,19,"female",49,"single","low","high","low","high",20,40,-0.317258839053044,0.545550507000371,9,57
"3322",35,19,"female",49,"single","low","high","high","low",0,20,-5.66185005079278,0.527379618999475,10,58
"3323",35,19,"female",49,"single","low","high","low","low",0,40,-7.15052614173399,1.31508752599984,11,59
"3324",35,19,"female",49,"single","low","high","low","high",20,40,-0.414876943377057,0.422129412998402,12,60
"3325",35,19,"female",49,"single","low","low","low","high",20,40,-1.04939462148314,1.64272749299926,13,61
"3326",35,19,"female",49,"single","low","high","high","high",40,0,4.78328711187666,0.295886271998825,14,62
"3327",35,19,"female",49,"single","low","high","high","high",40,0,5.73506362903579,0.312473414998749,15,63
"3328",35,19,"female",49,"single","low","high","high","low",0,40,-5.61304099863077,1.37642323600085,16,64
"3329",35,19,"female",49,"single","high","low","low","high",20,0,-0.854158412835118,0.79825228899972,17,65
"3330",35,19,"female",49,"single","low","low","low","high",20,0,-0.976181043240135,1.52808876299969,18,66
"3331",35,19,"female",49,"single","low","low","low","high",20,40,-0.390472417296054,1.13290004900045,19,67
"3332",35,19,"female",49,"single","low","high","low","low",20,20,-0.390472417296054,1.40139225999883,20,68
"3333",35,19,"female",49,"single","high","low","high","high",40,40,5.95470436376482,2.71538066799985,21,69
"3334",35,19,"female",49,"single","high","low","high","high",0,0,-8.12670718497412,0.602265358000295,22,70
"3335",35,19,"female",49,"single","high","high","low","high",20,0,-11.4945317841526,0.55897475600068,23,71
"3336",35,19,"female",49,"single","low","high","low","high",40,0,0.341663365134047,3.06179293399873,24,72
"3337",35,19,"female",49,"double","high","low","low","low",20,20,-0.512495047701071,1.55809055600002,1,73
"3338",35,19,"female",49,"double","low","low","high","low",40,20,4.90530974228168,0.707255037999857,2,74
"3339",35,19,"female",49,"double","high","high","low","high",40,0,5.73506362903579,1.88715218200014,3,75
"3340",35,19,"female",49,"double","low","high","high","high",40,0,5.73506362903579,1.48390603999906,4,76
"3341",35,19,"female",49,"double","low","high","low","low",20,20,0.36606789121505,0.504491513000175,5,77
"3342",35,19,"female",49,"double","high","high","low","high",40,40,5.93029983768382,1.32969307799976,6,78
"3343",35,19,"female",49,"double","low","high","low","low",20,20,0.14642715648602,2.75859626199963,7,79
"3344",35,19,"female",49,"double","high","low","low","high",20,0,0.21964073472903,1.87547034499948,8,80
"3345",35,19,"female",49,"double","high","low","high","low",40,20,6.5404129897089,0.617835738999929,9,81
"3346",35,19,"female",49,"double","high","low","high","high",0,40,-6.95528993308596,1.5025518729999,10,82
"3347",35,19,"female",49,"double","low","high","low","low",20,40,-0.561304099863077,2.10311495099995,11,83
"3348",35,19,"female",49,"double","high","low","high","low",40,20,5.95470436376482,1.10567957000058,12,84
"3349",35,19,"female",49,"double","high","high","low","high",20,40,0.0976181043240135,0.621175645999756,13,85
"3350",35,19,"female",49,"double","high","high","high","low",0,20,-6.29636772889887,1.28240751500016,14,86
"3351",35,19,"female",49,"double","low","high","high","high",40,40,5.49101836822576,0.527531191999515,15,87
"3352",35,19,"female",49,"double","low","low","low","high",20,40,-3.46544270350248,0.733938748000583,16,88
"3353",35,19,"female",49,"double","low","high","high","low",0,20,-5.88149078552181,0.563054197999008,17,89
"3354",35,19,"female",49,"double","low","high","low","high",20,0,-0.390472417296054,0.663243262000833,18,90
"3355",35,19,"female",49,"double","low","high","high","low",0,20,-6.44279488538489,0.595928209000704,19,91
"3356",35,19,"female",49,"double","low","low","high","low",40,20,6.14994057241285,0.607430314999874,20,92
"3357",35,19,"female",49,"double","low","high","high","low",0,20,-6.5160084636279,1.72930174800058,21,93
"3358",35,19,"female",49,"double","low","low","low","high",20,0,-0.29285431297204,0.625687478001055,22,94
"3359",35,19,"female",49,"double","low","high","low","high",20,0,-0.878562938916121,0.518059380001432,23,95
"3360",35,19,"female",49,"double","low","high","high","high",0,40,-7.39457140254402,0.735021754000627,24,96
"3361",36,19,"female",48,"double","low","high","high","low",40,20,-0.536899573782074,1.34483366799986,1,1
"3362",36,19,"female",48,"double","high","high","low","high",0,40,0.122022630405017,1.13821728200037,2,2
"3363",36,19,"female",48,"double","low","high","low","high",20,0,-0.463685995539064,1.40053713100042,3,3
"3364",36,19,"female",48,"double","low","high","high","low",40,40,-0.561304099863077,1.75463124800035,4,4
"3365",36,19,"female",48,"double","low","high","high","high",40,40,-0.756540308511104,1.00087259799966,5,5
"3366",36,19,"female",48,"double","low","low","high","low",0,0,-0.536899573782074,1.85269859099981,6,6
"3367",36,19,"female",48,"double","low","high","high","high",40,40,-0.536899573782074,1.62276401099962,7,7
"3368",36,19,"female",48,"double","high","low","low","low",40,20,-0.536899573782074,0.993283231000078,8,8
"3369",36,19,"female",48,"double","low","high","low","low",40,0,-0.536899573782074,2.51728865999985,9,9
"3370",36,19,"female",48,"double","high","low","high","high",40,40,-0.536899573782074,0.73693881600002,10,10
"3371",36,19,"female",48,"double","low","high","low","high",20,0,-0.536899573782074,1.22284103499987,11,11
"3372",36,19,"female",48,"double","low","low","high","low",40,20,-0.536899573782074,0.766213915000208,12,12
"3373",36,19,"female",48,"double","low","high","low","high",20,40,-0.536899573782074,0.618575873000282,13,13
"3374",36,19,"female",48,"double","low","low","low","high",20,40,-0.536899573782074,0.505873612999949,14,14
"3375",36,19,"female",48,"double","high","low","high","high",0,40,-0.536899573782074,0.461783428000217,15,15
"3376",36,19,"female",48,"double","low","high","low","low",20,20,-0.536899573782074,1.01398807199985,16,16
"3377",36,19,"female",48,"double","high","low","low","high",20,0,-0.536899573782074,0.388470721999965,17,17
"3378",36,19,"female",48,"double","high","high","low","high",20,40,-0.536899573782074,0.45317004799972,18,18
"3379",36,19,"female",48,"double","high","high","high","low",40,20,-0.536899573782074,0.564411042999836,19,19
"3380",36,19,"female",48,"double","low","low","low","high",20,0,-0.536899573782074,0.376104107000174,20,20
"3381",36,19,"female",48,"double","high","low","high","low",40,20,-0.536899573782074,0.409354013999746,21,21
"3382",36,19,"female",48,"double","low","high","low","low",20,20,-0.536899573782074,0.756676544999664,22,22
"3383",36,19,"female",48,"double","high","low","low","high",20,40,-0.536899573782074,1.44402273999958,23,23
"3384",36,19,"female",48,"double","high","high","low","high",20,0,-0.536899573782074,0.510745738999958,24,24
"3385",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.748448202999953,1,25
"3386",36,19,"female",48,"single","high","low","low","high",40,40,-0.536899573782074,0.373531838999952,2,26
"3387",36,19,"female",48,"single","low","high","high","low",0,20,-0.536899573782074,0.695716294000249,3,27
"3388",36,19,"female",48,"single","high","low","high","high",40,0,-0.536899573782074,0.367431216999648,4,28
"3389",36,19,"female",48,"single","high","high","low","high",40,0,-0.536899573782074,0.257183569000063,5,29
"3390",36,19,"female",48,"single","high","low","high","low",0,40,-0.536899573782074,0.182479306000005,6,30
"3391",36,19,"female",48,"single","low","high","low","high",20,40,-0.536899573782074,1.13569426499998,7,31
"3392",36,19,"female",48,"single","high","low","low","low",20,20,-0.536899573782074,0.686633210000309,8,32
"3393",36,19,"female",48,"single","high","high","low","high",20,40,-0.536899573782074,0.250276466000287,9,33
"3394",36,19,"female",48,"single","high","low","low","high",20,0,-0.536899573782074,0.392107226999997,10,34
"3395",36,19,"female",48,"single","low","high","high","high",0,40,-0.536899573782074,0.612060305000341,11,35
"3396",36,19,"female",48,"single","high","low","high","high",40,40,-0.536899573782074,0.391817525000079,12,36
"3397",36,19,"female",48,"single","high","low","low","high",20,40,-0.536899573782074,0.789751298000283,13,37
"3398",36,19,"female",48,"single","high","high","low","high",20,40,-0.536899573782074,0.759398050000073,14,38
"3399",36,19,"female",48,"single","high","low","high","high",0,40,-0.536899573782074,0.85954609700002,15,39
"3400",36,19,"female",48,"single","low","low","low","high",20,0,-0.536899573782074,0.431947385000058,16,40
"3401",36,19,"female",48,"single","low","low","high","low",0,20,-0.536899573782074,0.539405812000041,17,41
"3402",36,19,"female",48,"single","low","low","low","high",20,0,-0.536899573782074,0.414895324000099,18,42
"3403",36,19,"female",48,"single","high","low","high","low",40,20,-0.536899573782074,0.569361057999686,19,43
"3404",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.483242737999717,20,44
"3405",36,19,"female",48,"single","low","low","high","low",40,40,-0.536899573782074,1.00449289700009,21,45
"3406",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.28344904000005,22,46
"3407",36,19,"female",48,"single","high","high","high","low",40,40,-0.536899573782074,0.340063077000195,23,47
"3408",36,19,"female",48,"single","low","high","low","high",20,40,-0.536899573782074,0.359435785999722,24,48
"3409",36,19,"female",48,"double","low","low","high","low",0,20,-0.536899573782074,0.49333205899984,1,49
"3410",36,19,"female",48,"double","low","high","low","low",20,20,-0.536899573782074,0.390889023999989,2,50
"3411",36,19,"female",48,"double","low","high","low","high",20,0,-0.536899573782074,0.464001411000027,3,51
"3412",36,19,"female",48,"double","high","high","high","low",0,20,-0.536899573782074,0.445093628999985,4,52
"3413",36,19,"female",48,"double","high","high","low","high",20,40,-0.536899573782074,0.431394904000172,5,53
"3414",36,19,"female",48,"double","high","high","high","low",40,20,-0.536899573782074,0.495403455000087,6,54
"3415",36,19,"female",48,"double","low","high","low","low",20,20,-0.536899573782074,1.15360396999995,7,55
"3416",36,19,"female",48,"double","high","low","low","high",20,40,-0.536899573782074,1.0539426829996,8,56
"3417",36,19,"female",48,"double","low","high","low","high",40,40,-0.536899573782074,0.692150916000173,9,57
"3418",36,19,"female",48,"double","high","low","low","high",20,0,-0.536899573782074,0.669348074000027,10,58
"3419",36,19,"female",48,"double","low","high","low","low",20,20,-0.536899573782074,0.37826859200004,11,59
"3420",36,19,"female",48,"double","high","low","high","low",0,20,-0.536899573782074,0.273309392000101,12,60
"3421",36,19,"female",48,"double","low","low","high","low",40,20,-0.536899573782074,0.820690470000045,13,61
"3422",36,19,"female",48,"double","low","high","high","high",0,40,-0.536899573782074,0.270558829000038,14,62
"3423",36,19,"female",48,"double","high","low","high","high",40,40,-0.536899573782074,0.28324381099992,15,63
"3424",36,19,"female",48,"double","low","high","high","low",40,40,-0.536899573782074,0.348100062999947,16,64
"3425",36,19,"female",48,"double","high","low","low","high",20,40,-0.536899573782074,0.448279768999782,17,65
"3426",36,19,"female",48,"double","low","low","low","high",20,40,-0.536899573782074,0.292062621000241,18,66
"3427",36,19,"female",48,"double","low","low","low","high",0,40,-0.536899573782074,0.453036088999852,19,67
"3428",36,19,"female",48,"double","high","low","low","low",20,20,-0.536899573782074,0.490687778999927,20,68
"3429",36,19,"female",48,"double","low","high","high","high",40,40,-0.536899573782074,0.410508661999756,21,69
"3430",36,19,"female",48,"double","low","high","high","high",40,40,-0.536899573782074,0.543513718999748,22,70
"3431",36,19,"female",48,"double","high","high","high","low",40,20,-0.536899573782074,0.4921362770001,23,71
"3432",36,19,"female",48,"double","low","high","low","high",20,0,-0.536899573782074,0.476853533999929,24,72
"3433",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.816279775999647,1,73
"3434",36,19,"female",48,"single","low","low","high","low",0,20,-0.536899573782074,0.378828064999652,2,74
"3435",36,19,"female",48,"single","high","high","low","high",20,0,-0.536899573782074,0.401097288000074,3,75
"3436",36,19,"female",48,"single","high","low","high","high",40,0,-0.536899573782074,1.10398630500003,4,76
"3437",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.452529236999908,5,77
"3438",36,19,"female",48,"single","high","high","high","low",40,20,-0.536899573782074,0.389129771000171,6,78
"3439",36,19,"female",48,"single","low","high","low","low",0,20,-0.536899573782074,0.420742358000098,7,79
"3440",36,19,"female",48,"single","high","low","low","high",0,0,-0.536899573782074,0.525580444000298,8,80
"3441",36,19,"female",48,"single","low","high","low","high",20,40,-0.536899573782074,0.489272813000298,9,81
"3442",36,19,"female",48,"single","high","low","high","high",40,0,-0.536899573782074,0.484150660000068,10,82
"3443",36,19,"female",48,"single","low","high","low","low",20,20,-0.536899573782074,0.652794378999715,11,83
"3444",36,19,"female",48,"single","high","low","high","low",40,20,-0.536899573782074,0.639455350999924,12,84
"3445",36,19,"female",48,"single","high","high","high","low",0,20,-0.536899573782074,0.296155968999756,13,85
"3446",36,19,"female",48,"single","high","high","low","high",20,0,-0.536899573782074,0.623981222000111,14,86
"3447",36,19,"female",48,"single","high","low","high","high",0,40,-0.536899573782074,0.747329304000232,15,87
"3448",36,19,"female",48,"single","low","low","low","high",20,40,-0.536899573782074,0.489441553999768,16,88
"3449",36,19,"female",48,"single","low","high","high","low",40,20,-0.536899573782074,0.429501814000105,17,89
"3450",36,19,"female",48,"single","high","low","high","low",40,40,-0.536899573782074,0.267700126999898,18,90
"3451",36,19,"female",48,"single","low","high","high","low",0,20,-0.536899573782074,0.358438764999846,19,91
"3452",36,19,"female",48,"single","low","low","high","low",40,0,-0.536899573782074,0.612853088000065,20,92
"3453",36,19,"female",48,"single","low","high","high","low",40,20,-0.536899573782074,0.381210870999894,21,93
"3454",36,19,"female",48,"single","low","low","high","low",0,40,-0.536899573782074,0.478922336000323,22,94
"3455",36,19,"female",48,"single","low","high","low","high",20,0,-0.536899573782074,0.445852504999948,23,95
"3456",36,19,"female",48,"single","high","low","high","high",40,0,-0.536899573782074,0.480447051000283,24,96
"3457",37,18,"male",26,"single","high","low","low","high",40,0,0.780944834592108,2.2138265550002,1,1
"3458",37,18,"male",26,"single","high","high","low","high",20,40,0.780944834592108,1.778001450999,2,2
"3459",37,18,"male",26,"single","low","high","low","high",20,40,0.634517678106088,1.3884392660002,3,3
"3460",37,18,"male",26,"single","high","low","low","high",40,40,0.195236208648027,3.01158692399986,4,4
"3461",37,18,"male",26,"single","low","high","high","high",40,0,0.195236208648027,4.76934599699962,5,5
"3462",37,18,"male",26,"single","low","low","low","high",0,40,0.195236208648027,2.24983311999858,6,6
"3463",37,18,"male",26,"single","high","low","high","high",40,0,0.195236208648027,4.14035491200048,7,7
"3464",37,18,"male",26,"single","low","high","low","low",20,40,0.195236208648027,4.06936673200107,8,8
"3465",37,18,"male",26,"single","high","low","low","low",20,20,0.244045260810034,4.4863246900004,9,9
"3466",37,18,"male",26,"single","low","high","high","high",0,40,0.244045260810034,5.13598321600148,10,10
"3467",37,18,"male",26,"single","high","low","high","low",0,20,0.317258839053044,3.1777723819996,11,11
"3468",37,18,"male",26,"single","low","low","low","high",20,40,1.22022630405017,3.46782402099961,12,12
"3469",37,18,"male",26,"single","low","high","low","high",20,40,1.22022630405017,7.88979183799893,13,13
"3470",37,18,"male",26,"single","low","low","low","high",20,40,1.22022630405017,2.37109294699985,14,14
"3471",37,18,"male",26,"single","low","high","high","high",40,40,1.22022630405017,1.90737679999984,15,15
"3472",37,18,"male",26,"single","low","high","low","low",0,20,1.48867609094121,3.8627439869997,16,16
"3473",37,18,"male",26,"single","high","low","low","high",40,40,1.51308061702221,2.59324237799956,17,17
"3474",37,18,"male",26,"single","high","high","high","low",40,40,1.12260819972615,2.52412845800063,18,18
"3475",37,18,"male",26,"single","high","high","low","high",40,40,1.12260819972615,1.75514474800002,19,19
"3476",37,18,"male",26,"single","low","low","low","high",20,0,0.0732135782430101,4.01986152599966,20,20
"3477",37,18,"male",26,"single","low","high","low","high",20,0,0.707731256349098,13.0753344919995,21,21
"3478",37,18,"male",26,"single","low","high","low","low",20,40,0.707731256349098,2.04898207599945,22,22
"3479",37,18,"male",26,"single","low","high","high","low",40,40,0.707731256349098,1.62908863899975,23,23
"3480",37,18,"male",26,"single","high","high","low","high",20,40,0.707731256349098,6.3360687280001,24,24
"3481",37,18,"male",26,"double","high","low","low","low",20,20,0.683326730268094,4.04994507900119,1,25
"3482",37,18,"male",26,"double","high","low","low","high",40,40,0.683326730268094,1.60258925400012,2,26
"3483",37,18,"male",26,"double","high","low","low","high",20,0,1.17141725188816,1.40208693900058,3,27
"3484",37,18,"male",26,"double","low","high","high","high",40,0,1.61069872134622,3.60472641600063,4,28
"3485",37,18,"male",26,"double","high","high","high","low",40,40,0.902967464997124,4.25042942800064,5,29
"3486",37,18,"male",26,"double","high","low","high","low",40,20,2.8797340775584,3.9242760470006,6,30
"3487",37,18,"male",26,"double","low","high","low","high",20,40,3.02616123404442,1.89636317300028,7,31
"3488",37,18,"male",26,"double","high","low","low","low",20,20,3.02616123404442,1.60511214500002,8,32
"3489",37,18,"male",26,"double","high","high","low","high",20,0,2.97735218188241,4.98431153899946,9,33
"3490",37,18,"male",26,"double","high","low","low","high",20,40,2.97735218188241,2.65925439099919,10,34
"3491",37,18,"male",26,"double","high","low","high","high",40,0,2.97735218188241,2.56149012099922,11,35
"3492",37,18,"male",26,"double","high","low","high","high",0,40,-0.21964073472903,4.92513483799848,12,36
"3493",37,18,"male",26,"double","high","low","low","high",20,0,3.56306080782649,2.34443602700048,13,37
"3494",37,18,"male",26,"double","high","high","low","high",40,40,3.44103817742147,0.02910764400076,14,38
"3495",37,18,"male",26,"double","low","high","high","high",0,40,0.658922204187091,0.0513444250009343,15,39
"3496",37,18,"male",26,"double","low","low","low","high",20,40,3.36782459917846,0.191298785999606,16,40
"3497",37,18,"male",26,"double","low","low","low","high",20,40,3.19699291661144,2.20954144300049,17,41
"3498",37,18,"male",26,"double","low","low","low","high",0,20,3.19699291661144,0.710557549999066,18,42
"3499",37,18,"male",26,"double","low","high","low","high",0,40,3.12377933836843,0.644001614000445,19,43
"3500",37,18,"male",26,"double","high","low","low","low",20,20,3.36782459917846,2.07117210599972,20,44
"3501",37,18,"male",26,"double","low","low","low","high",20,0,3.58746533390749,2.17285872499997,21,45
"3502",37,18,"male",26,"double","low","high","low","low",20,20,3.46544270350248,1.61640731800071,22,46
"3503",37,18,"male",26,"double","high","high","low","high",20,0,3.46544270350248,0.23725320900121,23,47
"3504",37,18,"male",26,"double","low","high","low","high",20,40,2.9285431297204,5.57387637500142,24,48
"3505",37,18,"male",26,"single","low","low","low","high",20,0,1.29343988229318,2.40625808500045,1,49
"3506",37,18,"male",26,"single","high","low","low","low",20,20,2.80652049931539,3.4095263929994,2,50
"3507",37,18,"male",26,"single","low","high","low","high",20,40,2.80652049931539,1.90089270800127,3,51
"3508",37,18,"male",26,"single","high","high","low","high",20,40,2.75771144715338,1.69946221899954,4,52
"3509",37,18,"male",26,"single","high","high","low","high",40,0,3.12377933836843,1.26112479999938,5,53
"3510",37,18,"male",26,"single","high","high","low","high",20,40,3.12377933836843,2.26481745099954,6,54
"3511",37,18,"male",26,"single","high","low","low","low",20,20,3.09937481228743,3.51593821700044,7,55
"3512",37,18,"male",26,"single","high","low","low","high",40,40,3.09937481228743,2.84602036700016,8,56
"3513",37,18,"male",26,"single","low","high","low","high",40,0,3.09937481228743,2.11993842300035,9,57
"3514",37,18,"male",26,"single","high","low","low","high",40,0,3.09937481228743,7.12675093600046,10,58
"3515",37,18,"male",26,"single","high","low","low","low",20,20,3.09937481228743,0.470700722999027,11,59
"3516",37,18,"male",26,"single","low","high","low","high",20,0,3.09937481228743,1.58397427800082,12,60
"3517",37,18,"male",26,"single","low","low","low","high",20,40,3.09937481228743,1.82228957000007,13,61
"3518",37,18,"male",26,"single","high","low","high","high",40,0,3.09937481228743,4.44528144600008,14,62
"3519",37,18,"male",26,"single","low","high","high","high",40,0,3.09937481228743,3.06404769500114,15,63
"3520",37,18,"male",26,"single","high","low","low","high",20,0,3.09937481228743,3.34498728700055,16,64
"3521",37,18,"male",26,"single","high","low","low","high",20,0,2.61128429066736,3.54598855299992,17,65
"3522",37,18,"male",26,"single","low","low","low","high",20,40,3.29461102093545,2.00325168800009,18,66
"3523",37,18,"male",26,"single","low","low","low","high",20,40,3.56306080782649,1.79748932399889,19,67
"3524",37,18,"male",26,"single","high","low","low","low",20,40,3.56306080782649,1.8953187040006,20,68
"3525",37,18,"male",26,"single","low","high","high","high",0,40,3.56306080782649,3.19588389300043,21,69
"3526",37,18,"male",26,"single","high","low","high","high",0,40,-2.1720028212093,5.09939920899888,22,70
"3527",37,18,"male",26,"single","high","high","low","high",40,0,3.51425175566448,2.05643834200055,23,71
"3528",37,18,"male",26,"single","low","high","low","high",20,40,3.51425175566448,14.6151409780014,24,72
"3529",37,18,"male",26,"double","high","low","low","low",20,20,0.0488090521620067,2.12497080999856,1,73
"3530",37,18,"male",26,"double","low","low","low","high",20,40,0.732135782430101,2.65951489299914,2,74
"3531",37,18,"male",26,"double","high","high","high","low",0,0,0.732135782430101,2.45201694599928,3,75
"3532",37,18,"male",26,"double","high","low","high","high",40,40,0.927371991078128,2.26235056399855,4,76
"3533",37,18,"male",26,"double","high","low","low","low",20,20,1.22022630405017,1.77621555399855,5,77
"3534",37,18,"male",26,"double","high","high","low","high",20,0,1.70831682567024,6.30689582400009,6,78
"3535",37,18,"male",26,"double","high","low","low","low",20,20,1.70831682567024,1.4213310110008,7,79
"3536",37,18,"male",26,"double","high","low","low","high",40,0,1.70831682567024,0.000129736999952001,8,80
"3537",37,18,"male",26,"double","low","high","low","high",20,40,2.09878924296629,3.05429829399873,9,81
"3538",37,18,"male",26,"double","high","low","high","high",0,0,2.09878924296629,1.57224943600158,10,82
"3539",37,18,"male",26,"double","high","low","low","low",40,20,2.09878924296629,1.35318608499983,11,83
"3540",37,18,"male",26,"double","low","high","low","high",0,0,2.31842997769532,3.60746331299924,12,84
"3541",37,18,"male",26,"double","high","high","low","high",20,40,2.31842997769532,4.83485516899964,13,85
"3542",37,18,"male",26,"double","high","high","low","high",20,0,2.24521639945231,1.4498050559996,14,86
"3543",37,18,"male",26,"double","low","high","high","high",40,40,2.24521639945231,6.44310434500039,15,87
"3544",37,18,"male",26,"double","low","low","low","high",20,0,2.24521639945231,1.76772172700112,16,88
"3545",37,18,"male",26,"double","high","low","low","high",20,40,2.24521639945231,1.7633245019988,17,89
"3546",37,18,"male",26,"double","low","high","low","high",20,0,3.24580196877345,1.61666176200015,18,90
"3547",37,18,"male",26,"double","high","low","low","high",20,40,1.02499009540214,1.83699125299972,19,91
"3548",37,18,"male",26,"double","low","low","low","high",20,0,1.56188966918422,8.86731937100012,20,92
"3549",37,18,"male",26,"double","low","high","high","low",40,20,1.56188966918422,8.92334063999988,21,93
"3550",37,18,"male",26,"double","low","low","low","high",20,0,1.56188966918422,1.31485827899996,22,94
"3551",37,18,"male",26,"double","low","high","low","high",20,0,4.92971426836268,2.39017582700035,23,95
"3552",37,18,"male",26,"double","low","high","high","high",0,0,-1.22022630405017,1.78583507800067,24,96
"3553",38,22,"female",55,"single","high","low","low","high",20,0,-3.12377933836843,4.10685030099921,1,1
"3554",38,22,"female",55,"single","high","high","low","high",20,40,-3.39222912525947,3.71046689799914,2,2
"3555",38,22,"female",55,"single","high","low","high","low",0,20,-6.49160393754689,3.23312302200065,3,3
"3556",38,22,"female",55,"single","high","low","low","high",40,0,4.39281469458061,3.15435878700009,4,4
"3557",38,22,"female",55,"single","high","low","high","high",40,40,5.68625457687378,4.89767836799729,5,5
"3558",38,22,"female",55,"single","low","low","high","low",40,20,5.90589531160281,2.0785641399998,6,6
"3559",38,22,"female",55,"single","high","low","high","high",40,0,5.90589531160281,1.27446901000076,7,7
"3560",38,22,"female",55,"single","high","low","low","low",20,20,-1.97676661256127,0.509983536998334,8,8
"3561",38,22,"female",55,"single","low","high","low","low",20,20,-1.24463083013117,1.7223444049996,9,9
"3562",38,22,"female",55,"single","low","high","high","high",0,0,-6.39398583322288,1.59713779999947,10,10
"3563",38,22,"female",55,"single","high","low","high","low",0,20,-6.63803109403292,4.66011098499803,11,11
"3564",38,22,"female",55,"single","low","low","high","low",40,20,5.66185005079278,0.37241034699764,12,12
"3565",38,22,"female",55,"single","low","high","low","high",0,40,-6.90648088092395,1.12313771999834,13,13
"3566",38,22,"female",55,"single","low","low","low","high",20,40,-1.65950777350823,0.901662820000638,14,14
"3567",38,22,"female",55,"single","low","high","high","high",40,0,6.02791794200783,0.704964887001552,15,15
"3568",38,22,"female",55,"single","low","high","low","low",20,20,-1.75712587783224,0.418560214002355,16,16
"3569",38,22,"female",55,"single","low","high","high","low",40,20,5.95470436376482,1.68237149999914,17,17
"3570",38,22,"female",55,"single","high","high","high","low",40,0,5.93029983768382,0.72394781299954,18,18
"3571",38,22,"female",55,"single","high","high","high","low",40,20,5.93029983768382,0.406032916998811,19,19
"3572",38,22,"female",55,"single","low","low","high","low",0,20,-6.29636772889887,1.05770680000205,20,20
"3573",38,22,"female",55,"single","low","high","low","high",20,40,-2.51366618634335,4.44965700200191,21,21
"3574",38,22,"female",55,"single","high","low","low","low",40,20,5.53982742038776,0.617359764000867,22,22
"3575",38,22,"female",55,"single","low","high","high","low",0,20,-7.07731256349098,2.75002775599933,23,23
"3576",38,22,"female",55,"single","high","high","high","low",40,20,5.8082772072788,2.07663185799902,24,24
"3577",38,22,"female",55,"double","high","low","low","low",20,0,3.46544270350248,0.828556638000009,1,25
"3578",38,22,"female",55,"double","low","high","high","low",0,20,-6.07672699416984,1.73793826999827,2,26
"3579",38,22,"female",55,"double","low","high","high","low",0,20,-6.71124467227593,2.7688550180028,3,27
"3580",38,22,"female",55,"double","low","high","high","high",0,40,-7.34576235038201,0.353231840999797,4,28
"3581",38,22,"female",55,"double","high","high","high","low",0,40,-7.41897592862502,1.30276278699966,5,29
"3582",38,22,"female",55,"double","high","low","high","low",40,20,-0.0488090521620067,0.600087290000374,6,30
"3583",38,22,"female",55,"double","high","low","high","low",0,20,-4.90530974228168,0.815211537003051,7,31
